machine_id,timestamp,temperature,vibration,pressure
PUMP_B,2026-02-24 15:01:42,67.84,1.751,4.4
MOTOR_C,2026-02-24 15:01:42,68.3,1.586,4.28
COMPRESSOR_D,2026-02-24 15:01:42,69.64,1.259,3.99
PUMP_A,2026-02-24 15:01:44,85.72,4.526,2.62
PUMP_B,2026-02-24 15:01:44,72.71,1.888,4.72
MOTOR_C,2026-02-24 15:01:44,72.18,1.261,3.73
COMPRESSOR_D,2026-02-24 15:01:44,65.39,2.092,4.74
PUMP_A,2026-02-24 15:01:46,91.98,3.783,2.27
PUMP_B,2026-02-24 15:01:46,69.9,1.4,3.81
MOTOR_C,2026-02-24 15:01:46,71.21,1.975,4.71
COMPRESSOR_D,2026-02-24 15:01:46,72.52,2.366,4.53
PUMP_A,2026-02-24 15:01:48,94.99,4.408,2.6
PUMP_B,2026-02-24 15:01:48,70.56,2.394,4.37
MOTOR_C,2026-02-24 15:01:48,67.62,1.783,4.15
COMPRESSOR_D,2026-02-24 15:01:48,65.31,1.316,4.78
PUMP_A,2026-02-24 15:01:50,82.49,3.437,2.83
PUMP_B,2026-02-24 15:01:50,63.24,2.171,4.65
MOTOR_C,2026-02-24 15:01:50,64.94,1.014,4.07
COMPRESSOR_D,2026-02-24 15:01:50,63.0,2.352,4.78
PUMP_A,2026-02-24 15:01:52,90.38,3.33,2.4
PUMP_B,2026-02-24 15:01:52,64.45,1.072,4.04
MOTOR_C,2026-02-24 15:01:52,62.07,1.849,4.02
COMPRESSOR_D,2026-02-24 15:01:52,67.33,1.166,3.63
PUMP_A,2026-02-24 15:01:54,86.66,4.49,2.99
PUMP_B,2026-02-24 15:01:54,68.03,1.472,4.25
MOTOR_C,2026-02-24 15:01:54,73.34,2.23,3.76
COMPRESSOR_D,2026-02-24 15:01:54,67.39,2.058,3.63
PUMP_A,2026-02-24 15:01:56,87.97,3.237,2.87
PUMP_B,2026-02-24 15:01:56,64.43,2.389,4.2
MOTOR_C,2026-02-24 15:01:56,68.02,2.366,4.76
COMPRESSOR_D,2026-02-24 15:01:56,65.36,2.388,3.78
PUMP_A,2026-02-24 15:01:58,92.42,4.349,2.1
PUMP_B,2026-02-24 15:01:58,66.1,2.317,4.36
MOTOR_C,2026-02-24 15:01:58,63.42,1.776,3.72
COMPRESSOR_D,2026-02-24 15:01:58,70.86,2.075,3.93
PUMP_A,2026-02-24 15:02:00,84.58,3.289,2.81
PUMP_B,2026-02-24 15:02:00,72.36,1.28,4.64
MOTOR_C,2026-02-24 15:02:00,70.87,1.397,3.84
COMPRESSOR_D,2026-02-24 15:02:00,63.61,1.505,4.3
PUMP_A,2026-02-24 15:02:02,88.04,3.664,2.6
PUMP_B,2026-02-24 15:02:02,63.19,1.825,4.56
MOTOR_C,2026-02-24 15:02:02,63.6,2.369,3.71
COMPRESSOR_D,2026-02-24 15:02:02,63.0,1.76,4.42
PUMP_A,2026-02-24 15:02:04,87.34,4.332,2.67
PUMP_B,2026-02-24 15:02:04,71.29,1.547,4.7
MOTOR_C,2026-02-24 15:02:04,65.99,1.073,4.31
COMPRESSOR_D,2026-02-24 15:02:04,69.69,1.616,3.76
PUMP_A,2026-02-24 15:02:06,92.8,4.048,2.21
PUMP_B,2026-02-24 15:02:06,69.24,2.21,3.92
MOTOR_C,2026-02-24 15:02:06,69.41,1.745,3.67
COMPRESSOR_D,2026-02-24 15:02:06,65.64,1.036,4.36
PUMP_A,2026-02-24 15:02:08,83.32,3.715,2.71
PUMP_B,2026-02-24 15:02:08,68.08,1.317,3.63
MOTOR_C,2026-02-24 15:02:08,72.05,1.703,4.42
COMPRESSOR_D,2026-02-24 15:02:08,66.43,1.353,4.58
PUMP_A,2026-02-24 15:02:10,85.27,4.111,2.25
PUMP_B,2026-02-24 15:02:10,70.05,1.651,3.98
MOTOR_C,2026-02-24 15:02:10,68.48,1.236,4.7
COMPRESSOR_D,2026-02-24 15:02:10,72.15,1.273,4.46
PUMP_A,2026-02-24 15:02:12,85.79,3.457,2.43
PUMP_B,2026-02-24 15:02:12,69.42,1.139,4.1
MOTOR_C,2026-02-24 15:02:12,64.64,1.498,4.51
COMPRESSOR_D,2026-02-24 15:02:12,65.85,2.165,3.66
PUMP_A,2026-02-24 15:02:14,83.54,4.615,2.43
PUMP_B,2026-02-24 15:02:14,72.32,1.455,4.33
MOTOR_C,2026-02-24 15:02:14,64.42,1.764,4.48
COMPRESSOR_D,2026-02-24 15:02:14,72.57,2.051,4.32
PUMP_A,2026-02-24 15:02:16,92.38,4.497,2.6
PUMP_B,2026-02-24 15:02:16,70.27,2.317,3.8
MOTOR_C,2026-02-24 15:02:16,66.28,1.235,3.98
COMPRESSOR_D,2026-02-24 15:02:16,71.94,2.33,3.71
PUMP_A,2026-02-24 15:02:18,86.84,4.384,2.44
PUMP_B,2026-02-24 15:02:18,71.66,2.244,4.45
MOTOR_C,2026-02-24 15:02:18,63.56,1.053,4.09
COMPRESSOR_D,2026-02-24 15:02:18,71.87,1.323,3.87
PUMP_A,2026-02-24 15:02:20,88.08,4.581,2.16
PUMP_B,2026-02-24 15:02:20,68.2,1.607,4.32
MOTOR_C,2026-02-24 15:02:20,68.75,1.489,3.71
COMPRESSOR_D,2026-02-24 15:02:20,73.82,2.26,3.89
PUMP_A,2026-02-24 15:02:22,82.18,4.092,2.72
PUMP_B,2026-02-24 15:02:22,68.13,1.329,4.1
MOTOR_C,2026-02-24 15:02:22,72.75,1.854,3.96
COMPRESSOR_D,2026-02-24 15:02:22,72.9,1.327,4.63
PUMP_A,2026-02-24 15:02:24,85.62,4.373,2.1
PUMP_B,2026-02-24 15:02:24,66.19,2.34,4.69
MOTOR_C,2026-02-24 15:02:24,62.42,2.063,4.3
COMPRESSOR_D,2026-02-24 15:02:24,68.95,1.934,4.03
PUMP_A,2026-02-24 15:02:26,87.91,3.387,2.03
PUMP_B,2026-02-24 15:02:26,67.73,1.477,4.41
MOTOR_C,2026-02-24 15:02:26,62.2,1.985,3.69
COMPRESSOR_D,2026-02-24 15:02:26,70.8,1.125,4.79
PUMP_A,2026-02-24 15:02:28,91.82,3.914,2.74
PUMP_B,2026-02-24 15:02:28,63.03,1.485,4.52
MOTOR_C,2026-02-24 15:02:28,73.38,1.721,4.39
COMPRESSOR_D,2026-02-24 15:02:28,73.12,1.709,3.88
PUMP_A,2026-02-24 15:02:30,91.31,3.965,2.47
PUMP_B,2026-02-24 15:02:30,73.98,2.042,4.04
MOTOR_C,2026-02-24 15:02:30,72.58,1.637,3.64
COMPRESSOR_D,2026-02-24 15:02:30,63.22,2.275,3.61
PUMP_A,2026-02-24 15:02:32,89.8,3.288,2.44
PUMP_B,2026-02-24 15:02:32,64.07,1.626,3.89
MOTOR_C,2026-02-24 15:02:32,70.52,1.267,4.1
COMPRESSOR_D,2026-02-24 15:02:32,69.1,1.087,4.17
PUMP_A,2026-02-24 15:02:34,91.24,3.221,2.18
PUMP_B,2026-02-24 15:02:34,68.89,1.054,3.74
MOTOR_C,2026-02-24 15:02:34,73.59,1.418,3.67
COMPRESSOR_D,2026-02-24 15:02:34,67.91,1.384,3.77
PUMP_A,2026-02-24 15:02:36,88.49,3.479,2.57
PUMP_B,2026-02-24 15:02:36,73.07,1.939,4.8
MOTOR_C,2026-02-24 15:02:36,70.8,2.368,4.33
COMPRESSOR_D,2026-02-24 15:02:36,73.95,1.713,4.13
PUMP_A,2026-02-24 15:02:38,87.5,4.593,2.75
PUMP_B,2026-02-24 15:02:38,67.68,1.822,3.72
MOTOR_C,2026-02-24 15:02:38,66.01,1.854,4.51
COMPRESSOR_D,2026-02-24 15:02:38,63.45,1.107,4.16
PUMP_A,2026-02-24 15:02:40,90.55,4.24,2.14
PUMP_B,2026-02-24 15:02:40,70.19,2.174,4.63
MOTOR_C,2026-02-24 15:02:40,68.92,1.722,4.17
COMPRESSOR_D,2026-02-24 15:02:40,70.9,1.673,3.77
PUMP_A,2026-02-24 15:02:42,87.38,3.868,2.18
PUMP_B,2026-02-24 15:02:42,72.32,1.608,3.84
MOTOR_C,2026-02-24 15:02:42,70.37,1.023,4.79
COMPRESSOR_D,2026-02-24 15:02:42,62.86,1.429,4.46
PUMP_A,2026-02-24 15:02:44,92.6,3.612,2.77
PUMP_B,2026-02-24 15:02:44,64.43,1.194,4.51
MOTOR_C,2026-02-24 15:02:44,67.16,2.146,4.69
COMPRESSOR_D,2026-02-24 15:02:44,67.67,1.182,3.92
PUMP_A,2026-02-24 15:02:46,93.03,3.478,2.68
PUMP_B,2026-02-24 15:02:46,73.7,1.759,4.29
MOTOR_C,2026-02-24 15:02:46,64.27,1.351,4.79
COMPRESSOR_D,2026-02-24 15:02:46,67.36,1.622,4.56
PUMP_A,2026-02-24 15:02:48,94.94,4.071,2.94
PUMP_B,2026-02-24 15:02:48,66.87,2.243,4.64
MOTOR_C,2026-02-24 15:02:48,64.68,2.229,4.16
COMPRESSOR_D,2026-02-24 15:02:48,69.43,2.164,3.76
PUMP_A,2026-02-24 15:02:50,86.2,3.957,2.26
PUMP_B,2026-02-24 15:02:50,64.07,1.561,4.24
MOTOR_C,2026-02-24 15:02:50,68.26,2.259,4.68
COMPRESSOR_D,2026-02-24 15:02:50,73.27,1.795,4.46
PUMP_A,2026-02-24 15:02:52,93.29,4.02,2.62
PUMP_B,2026-02-24 15:02:52,66.7,2.098,4.17
MOTOR_C,2026-02-24 15:02:52,64.07,1.26,3.62
COMPRESSOR_D,2026-02-24 15:02:52,67.52,2.18,3.87
PUMP_A,2026-02-24 15:02:54,92.33,3.61,2.57
PUMP_B,2026-02-24 15:02:54,71.45,1.175,3.63
MOTOR_C,2026-02-24 15:02:54,62.33,1.559,4.43
COMPRESSOR_D,2026-02-24 15:02:54,71.17,1.076,4.66
PUMP_A,2026-02-24 15:02:56,92.85,3.448,2.27
PUMP_B,2026-02-24 15:02:56,63.82,1.404,4.71
MOTOR_C,2026-02-24 15:02:56,62.83,1.188,3.98
COMPRESSOR_D,2026-02-24 15:02:56,67.22,1.095,3.88
PUMP_A,2026-02-24 15:02:58,84.21,4.388,2.09
PUMP_B,2026-02-24 15:02:58,67.8,1.971,4.57
MOTOR_C,2026-02-24 15:02:58,71.25,1.489,4.14
COMPRESSOR_D,2026-02-24 15:02:58,66.68,1.405,4.21
PUMP_A,2026-02-24 15:03:00,90.1,4.164,2.63
PUMP_B,2026-02-24 15:03:00,65.81,1.892,4.2
MOTOR_C,2026-02-24 15:03:00,62.17,1.584,4.23
COMPRESSOR_D,2026-02-24 15:03:00,65.36,1.5,4.25
PUMP_A,2026-02-24 15:03:02,82.56,3.907,2.28
PUMP_B,2026-02-24 15:03:02,69.98,1.849,3.75
MOTOR_C,2026-02-24 15:03:02,67.82,2.047,3.69
COMPRESSOR_D,2026-02-24 15:03:02,73.94,2.048,3.84
PUMP_A,2026-02-24 15:03:04,88.2,3.404,2.75
PUMP_B,2026-02-24 15:03:04,67.81,1.024,4.42
MOTOR_C,2026-02-24 15:03:04,68.53,1.721,4.44
COMPRESSOR_D,2026-02-24 15:03:04,62.93,1.908,3.7
PUMP_A,2026-02-24 15:03:06,84.0,3.474,2.81
PUMP_B,2026-02-24 15:03:06,62.73,2.261,4.42
MOTOR_C,2026-02-24 15:03:06,72.44,2.195,4.19
COMPRESSOR_D,2026-02-24 15:03:06,70.99,1.499,4.46
PUMP_A,2026-02-24 15:03:08,91.36,3.46,2.77
PUMP_B,2026-02-24 15:03:08,66.39,1.424,4.68
MOTOR_C,2026-02-24 15:03:08,63.72,2.17,4.69
COMPRESSOR_D,2026-02-24 15:03:08,73.24,2.125,4.7
PUMP_A,2026-02-24 15:03:10,82.74,4.557,2.88
PUMP_B,2026-02-24 15:03:10,73.61,1.627,4.28
MOTOR_C,2026-02-24 15:03:10,70.92,1.532,3.67
COMPRESSOR_D,2026-02-24 15:03:10,70.49,1.426,3.92
PUMP_A,2026-02-24 15:03:12,91.07,3.429,2.82
PUMP_B,2026-02-24 15:03:12,65.09,1.32,4.34
MOTOR_C,2026-02-24 15:03:12,65.14,1.573,4.32
COMPRESSOR_D,2026-02-24 15:03:12,68.27,2.253,4.48
PUMP_A,2026-02-24 15:03:14,88.55,4.153,2.4
PUMP_B,2026-02-24 15:03:14,71.12,1.199,3.96
MOTOR_C,2026-02-24 15:03:14,71.79,1.21,4.07
COMPRESSOR_D,2026-02-24 15:03:14,72.71,1.893,4.64
PUMP_A,2026-02-24 15:03:16,92.77,4.614,2.23
PUMP_B,2026-02-24 15:03:16,65.96,1.358,3.72
MOTOR_C,2026-02-24 15:03:16,71.02,2.128,4.13
COMPRESSOR_D,2026-02-24 15:03:16,73.25,1.993,4.1
PUMP_A,2026-02-24 15:03:18,90.86,3.727,2.39
PUMP_B,2026-02-24 15:03:18,68.66,2.343,4.43
MOTOR_C,2026-02-24 15:03:18,69.25,1.924,4.45
COMPRESSOR_D,2026-02-24 15:03:18,63.54,2.395,3.9
PUMP_A,2026-02-24 15:03:20,91.29,4.223,2.9
PUMP_B,2026-02-24 15:03:20,65.31,2.206,4.2
MOTOR_C,2026-02-24 15:03:20,64.44,1.287,4.77
COMPRESSOR_D,2026-02-24 15:03:20,64.02,1.474,3.79
PUMP_A,2026-02-24 15:03:22,89.11,3.559,2.91
PUMP_B,2026-02-24 15:03:22,72.21,1.121,4.66
MOTOR_C,2026-02-24 15:03:22,65.45,1.705,4.49
COMPRESSOR_D,2026-02-24 15:03:22,64.38,2.392,3.91
PUMP_A,2026-02-24 15:03:24,93.4,4.788,2.97
PUMP_B,2026-02-24 15:03:24,67.49,1.473,4.57
MOTOR_C,2026-02-24 15:03:24,66.65,1.525,4.04
COMPRESSOR_D,2026-02-24 15:03:24,68.01,2.257,3.92
PUMP_A,2026-02-24 15:03:26,82.74,3.753,2.03
PUMP_B,2026-02-24 15:03:26,71.93,2.298,4.29
MOTOR_C,2026-02-24 15:03:26,63.52,1.25,4.71
COMPRESSOR_D,2026-02-24 15:03:26,63.78,1.18,4.36
PUMP_A,2026-02-24 15:03:28,93.79,3.208,2.36
PUMP_B,2026-02-24 15:03:28,62.23,1.557,3.7
MOTOR_C,2026-02-24 15:03:28,70.0,1.694,3.69
COMPRESSOR_D,2026-02-24 15:03:28,72.54,1.176,4.39
PUMP_A,2026-02-24 15:03:30,91.77,3.601,2.07
PUMP_B,2026-02-24 15:03:30,70.38,1.722,3.8
MOTOR_C,2026-02-24 15:03:30,66.49,2.238,3.69
COMPRESSOR_D,2026-02-24 15:03:30,70.81,2.073,4.78
PUMP_A,2026-02-24 15:03:32,90.87,4.146,2.37
PUMP_B,2026-02-24 15:03:32,64.46,1.411,4.69
MOTOR_C,2026-02-24 15:03:32,64.59,1.464,3.86
COMPRESSOR_D,2026-02-24 15:03:32,64.87,1.734,4.65
PUMP_A,2026-02-24 15:03:34,94.54,3.771,2.35
PUMP_B,2026-02-24 15:03:34,70.51,2.347,4.19
MOTOR_C,2026-02-24 15:03:34,65.6,2.148,3.95
COMPRESSOR_D,2026-02-24 15:03:34,64.03,1.885,4.38
PUMP_A,2026-02-24 15:03:36,94.34,3.256,2.04
PUMP_B,2026-02-24 15:03:36,70.64,1.307,4.46
MOTOR_C,2026-02-24 15:03:36,66.09,1.392,4.7
COMPRESSOR_D,2026-02-24 15:03:36,71.85,1.398,4.59
PUMP_A,2026-02-24 15:03:38,90.39,4.095,2.19
PUMP_B,2026-02-24 15:03:38,65.07,2.098,3.68
MOTOR_C,2026-02-24 15:03:38,69.03,1.329,3.7
COMPRESSOR_D,2026-02-24 15:03:38,63.96,1.904,3.78
PUMP_A,2026-02-24 15:03:40,92.56,3.484,2.32
PUMP_B,2026-02-24 15:03:40,71.31,2.37,3.9
MOTOR_C,2026-02-24 15:03:40,67.33,1.246,4.12
COMPRESSOR_D,2026-02-24 15:03:40,71.66,1.836,4.74
PUMP_A,2026-02-24 15:03:42,84.92,3.857,2.5
PUMP_B,2026-02-24 15:03:42,73.82,1.756,4.41
MOTOR_C,2026-02-24 15:03:42,62.24,1.129,3.76
COMPRESSOR_D,2026-02-24 15:03:42,68.99,1.054,4.16
PUMP_A,2026-02-24 15:03:44,88.79,4.026,2.45
PUMP_B,2026-02-24 15:03:44,66.28,1.004,4.11
MOTOR_C,2026-02-24 15:03:44,73.01,1.187,3.62
COMPRESSOR_D,2026-02-24 15:03:44,69.28,1.149,4.37
PUMP_A,2026-02-24 15:03:46,85.34,4.206,2.39
PUMP_B,2026-02-24 15:03:46,63.02,1.874,4.59
MOTOR_C,2026-02-24 15:03:46,65.54,1.663,3.83
COMPRESSOR_D,2026-02-24 15:03:46,70.39,1.121,4.58
PUMP_A,2026-02-24 15:03:48,83.82,3.482,2.63
PUMP_B,2026-02-24 15:03:48,63.13,1.611,4.64
MOTOR_C,2026-02-24 15:03:48,69.09,1.443,4.38
COMPRESSOR_D,2026-02-24 15:03:48,72.99,2.064,4.45
PUMP_A,2026-02-24 15:03:50,90.17,4.116,2.4
PUMP_B,2026-02-24 15:03:50,68.9,1.818,4.73
MOTOR_C,2026-02-24 15:03:50,64.36,2.18,4.03
COMPRESSOR_D,2026-02-24 15:03:50,72.06,1.907,4.17
PUMP_A,2026-02-24 15:03:52,86.72,3.661,2.95
PUMP_B,2026-02-24 15:03:52,64.64,1.057,3.74
MOTOR_C,2026-02-24 15:03:52,63.4,1.681,4.38
COMPRESSOR_D,2026-02-24 15:03:52,68.47,1.83,3.99
PUMP_A,2026-02-24 15:03:54,89.55,4.183,2.02
PUMP_B,2026-02-24 15:03:54,69.5,1.361,3.81
MOTOR_C,2026-02-24 15:03:54,63.12,1.229,4.44
COMPRESSOR_D,2026-02-24 15:03:54,70.4,2.168,4.37
PUMP_A,2026-02-24 15:03:56,91.84,3.757,2.99
PUMP_B,2026-02-24 15:03:56,68.89,1.907,4.05
MOTOR_C,2026-02-24 15:03:56,64.76,1.904,3.92
COMPRESSOR_D,2026-02-24 15:03:56,73.58,1.086,4.29
PUMP_A,2026-02-24 15:03:58,88.01,4.124,2.63
PUMP_B,2026-02-24 15:03:58,67.3,1.54,4.76
MOTOR_C,2026-02-24 15:03:58,73.31,1.381,3.76
COMPRESSOR_D,2026-02-24 15:03:58,73.87,1.584,4.19
PUMP_A,2026-02-24 15:04:00,88.25,4.6,2.22
PUMP_B,2026-02-24 15:04:00,72.85,2.114,4.2
MOTOR_C,2026-02-24 15:04:00,72.12,1.433,4.3
COMPRESSOR_D,2026-02-24 15:04:00,70.48,1.987,3.79
PUMP_A,2026-02-24 15:04:02,84.63,4.616,2.8
PUMP_B,2026-02-24 15:04:02,69.09,1.035,3.92
MOTOR_C,2026-02-24 15:04:02,72.36,1.163,4.05
COMPRESSOR_D,2026-02-24 15:04:02,68.68,1.999,4.58
PUMP_A,2026-02-24 15:04:04,87.81,3.975,2.63
PUMP_B,2026-02-24 15:04:04,69.93,1.617,4.52
MOTOR_C,2026-02-24 15:04:04,65.36,1.969,4.48
COMPRESSOR_D,2026-02-24 15:04:04,64.29,1.986,4.71
PUMP_A,2026-02-24 15:04:06,87.3,4.726,2.69
PUMP_B,2026-02-24 15:04:06,67.58,1.546,4.42
MOTOR_C,2026-02-24 15:04:06,62.52,1.862,4.25
COMPRESSOR_D,2026-02-24 15:04:06,63.65,1.463,4.72
PUMP_A,2026-02-24 15:04:08,89.66,4.312,2.98
PUMP_B,2026-02-24 15:04:08,67.0,1.661,4.17
MOTOR_C,2026-02-24 15:04:08,67.4,1.928,4.64
COMPRESSOR_D,2026-02-24 15:04:08,68.48,1.607,4.32
PUMP_A,2026-02-24 15:04:10,92.31,4.567,2.02
PUMP_B,2026-02-24 15:04:10,62.34,1.794,3.98
MOTOR_C,2026-02-24 15:04:10,73.2,1.692,4.16
COMPRESSOR_D,2026-02-24 15:04:10,63.2,1.034,4.73
PUMP_A,2026-02-24 15:04:12,92.76,4.615,2.13
PUMP_B,2026-02-24 15:04:12,71.02,1.552,4.65
MOTOR_C,2026-02-24 15:04:12,66.11,1.708,3.97
COMPRESSOR_D,2026-02-24 15:04:12,65.04,1.039,4.24
PUMP_A,2026-02-24 15:04:14,82.24,4.054,2.18
PUMP_B,2026-02-24 15:04:14,68.84,1.869,4.45
MOTOR_C,2026-02-24 15:04:14,73.41,1.278,3.66
COMPRESSOR_D,2026-02-24 15:04:14,62.39,2.078,4.07
PUMP_A,2026-02-24 15:04:16,94.47,4.214,2.87
PUMP_B,2026-02-24 15:04:16,64.37,2.176,4.08
MOTOR_C,2026-02-24 15:04:16,66.55,1.172,3.86
COMPRESSOR_D,2026-02-24 15:04:16,64.31,1.774,3.79
PUMP_A,2026-02-24 15:04:18,94.66,4.394,2.63
PUMP_B,2026-02-24 15:04:18,72.41,2.355,4.18
MOTOR_C,2026-02-24 15:04:18,68.6,1.779,3.62
COMPRESSOR_D,2026-02-24 15:04:18,65.64,2.1,4.15
PUMP_A,2026-02-24 15:04:20,94.06,3.624,2.97
PUMP_B,2026-02-24 15:04:20,68.43,2.048,4.54
MOTOR_C,2026-02-24 15:04:20,64.79,2.156,4.03
COMPRESSOR_D,2026-02-24 15:04:20,72.19,2.227,3.68
PUMP_A,2026-02-24 15:04:22,92.7,3.853,2.63
PUMP_B,2026-02-24 15:04:22,64.07,1.989,3.97
MOTOR_C,2026-02-24 15:04:22,63.96,1.561,4.65
COMPRESSOR_D,2026-02-24 15:04:22,68.71,1.263,4.15
PUMP_A,2026-02-24 15:04:24,94.22,3.479,2.97
PUMP_B,2026-02-24 15:04:24,69.2,1.791,4.05
MOTOR_C,2026-02-24 15:04:24,67.81,1.78,3.63
COMPRESSOR_D,2026-02-24 15:04:24,62.07,1.744,4.34
PUMP_A,2026-02-24 15:04:26,83.1,3.526,2.07
PUMP_B,2026-02-24 15:04:26,69.81,1.326,4.62
MOTOR_C,2026-02-24 15:04:26,67.78,2.322,4.04
COMPRESSOR_D,2026-02-24 15:04:26,73.25,1.128,3.99
PUMP_A,2026-02-24 15:04:28,89.99,4.288,2.76
PUMP_B,2026-02-24 15:04:28,70.68,2.127,4.04
MOTOR_C,2026-02-24 15:04:28,62.51,2.34,4.62
COMPRESSOR_D,2026-02-24 15:04:28,69.15,1.084,3.79
PUMP_A,2026-02-24 15:04:30,82.94,4.378,2.34
PUMP_B,2026-02-24 15:04:30,62.84,2.064,4.0
MOTOR_C,2026-02-24 15:04:30,72.69,1.503,4.76
COMPRESSOR_D,2026-02-24 15:04:30,65.7,1.926,4.38
PUMP_A,2026-02-24 15:04:32,87.65,3.524,2.75
PUMP_B,2026-02-24 15:04:32,62.98,1.925,4.47
MOTOR_C,2026-02-24 15:04:32,72.96,2.008,3.99
COMPRESSOR_D,2026-02-24 15:04:32,65.67,1.116,4.62
PUMP_A,2026-02-24 15:04:34,90.7,3.321,2.21
PUMP_B,2026-02-24 15:04:34,70.38,1.436,4.74
MOTOR_C,2026-02-24 15:04:34,73.2,1.395,4.45
COMPRESSOR_D,2026-02-24 15:04:34,67.7,1.356,3.77
PUMP_A,2026-02-24 15:04:36,88.21,3.236,2.83
PUMP_B,2026-02-24 15:04:36,64.95,1.167,4.49
MOTOR_C,2026-02-24 15:04:36,70.01,2.318,4.46
COMPRESSOR_D,2026-02-24 15:04:36,67.37,1.149,4.41
PUMP_A,2026-02-24 15:04:38,90.5,3.628,2.11
PUMP_B,2026-02-24 15:04:38,73.58,1.924,4.33
MOTOR_C,2026-02-24 15:04:38,73.36,1.088,3.85
COMPRESSOR_D,2026-02-24 15:04:38,68.75,1.704,3.84
PUMP_A,2026-02-24 15:04:40,88.42,4.632,2.69
PUMP_B,2026-02-24 15:04:40,64.81,1.168,4.28
MOTOR_C,2026-02-24 15:04:40,63.03,2.234,4.33
COMPRESSOR_D,2026-02-24 15:04:40,66.65,1.059,4.52
PUMP_A,2026-02-24 15:04:42,94.21,4.574,2.78
PUMP_B,2026-02-24 15:04:42,69.66,1.053,4.33
MOTOR_C,2026-02-24 15:04:42,64.4,2.242,4.15
COMPRESSOR_D,2026-02-24 15:04:42,72.08,1.433,4.24
PUMP_A,2026-02-24 15:04:44,94.38,4.696,2.63
PUMP_B,2026-02-24 15:04:44,70.53,1.175,3.96
MOTOR_C,2026-02-24 15:04:44,73.22,2.224,4.76
COMPRESSOR_D,2026-02-24 15:04:44,68.7,1.496,3.98
PUMP_A,2026-02-24 15:04:46,92.08,3.908,2.29
PUMP_B,2026-02-24 15:04:46,68.32,1.657,4.22
MOTOR_C,2026-02-24 15:04:46,68.49,1.827,4.23
COMPRESSOR_D,2026-02-24 15:04:46,69.07,1.036,4.49
PUMP_A,2026-02-24 15:04:48,92.09,4.404,2.35
PUMP_B,2026-02-24 15:04:48,66.16,2.155,4.77
MOTOR_C,2026-02-24 15:04:48,71.75,1.088,3.8
COMPRESSOR_D,2026-02-24 15:04:48,73.7,2.164,4.58
PUMP_A,2026-02-24 15:04:50,88.75,3.955,2.65
PUMP_B,2026-02-24 15:04:50,66.57,1.209,4.02
MOTOR_C,2026-02-24 15:04:50,64.82,2.238,3.78
COMPRESSOR_D,2026-02-24 15:04:50,68.91,1.694,3.99
PUMP_A,2026-02-24 15:04:52,92.09,4.168,2.13
PUMP_B,2026-02-24 15:04:52,68.22,2.156,3.78
MOTOR_C,2026-02-24 15:04:52,66.24,1.75,4.16
COMPRESSOR_D,2026-02-24 15:04:52,65.92,1.914,4.79
PUMP_A,2026-02-24 15:04:54,94.78,3.774,2.77
PUMP_B,2026-02-24 15:04:54,64.8,1.473,4.71
MOTOR_C,2026-02-24 15:04:54,68.67,2.26,4.71
COMPRESSOR_D,2026-02-24 15:04:54,62.53,2.309,4.04
PUMP_A,2026-02-24 15:04:56,89.93,3.271,2.85
PUMP_B,2026-02-24 15:04:56,69.1,1.12,4.46
MOTOR_C,2026-02-24 15:04:56,64.72,1.894,3.6
COMPRESSOR_D,2026-02-24 15:04:56,69.0,2.37,3.92
PUMP_A,2026-02-24 15:04:58,83.75,4.535,2.91
PUMP_B,2026-02-24 15:04:58,68.84,1.574,4.34
MOTOR_C,2026-02-24 15:04:58,73.55,2.259,4.5
COMPRESSOR_D,2026-02-24 15:04:58,67.95,1.017,3.87
PUMP_A,2026-02-24 15:05:00,89.65,3.546,2.83
PUMP_B,2026-02-24 15:05:00,73.95,1.666,4.32
MOTOR_C,2026-02-24 15:05:00,72.49,1.686,4.08
COMPRESSOR_D,2026-02-24 15:05:00,68.92,1.32,4.72
PUMP_A,2026-02-24 15:05:02,91.74,3.454,2.21
PUMP_B,2026-02-24 15:05:02,69.53,1.285,4.21
MOTOR_C,2026-02-24 15:05:02,68.13,1.449,3.65
COMPRESSOR_D,2026-02-24 15:05:02,73.53,2.36,3.7
PUMP_A,2026-02-24 15:05:04,86.79,4.579,2.89
PUMP_B,2026-02-24 15:05:04,64.27,1.935,3.76
MOTOR_C,2026-02-24 15:05:04,64.42,1.337,4.75
COMPRESSOR_D,2026-02-24 15:05:04,64.75,1.208,4.52
PUMP_A,2026-02-24 15:05:07,85.97,3.649,2.48
PUMP_B,2026-02-24 15:05:07,68.98,1.74,3.63
MOTOR_C,2026-02-24 15:05:07,66.65,2.326,4.7
COMPRESSOR_D,2026-02-24 15:05:07,73.21,1.436,4.8
PUMP_A,2026-02-24 15:05:09,90.22,3.406,2.9
PUMP_B,2026-02-24 15:05:09,66.74,1.689,4.62
MOTOR_C,2026-02-24 15:05:09,73.54,2.243,4.79
COMPRESSOR_D,2026-02-24 15:05:09,73.08,1.855,3.77
PUMP_A,2026-02-24 15:05:11,83.52,4.325,2.76
PUMP_B,2026-02-24 15:05:11,66.1,1.535,4.63
MOTOR_C,2026-02-24 15:05:11,73.29,1.827,3.65
COMPRESSOR_D,2026-02-24 15:05:11,71.45,1.946,3.8
PUMP_A,2026-02-24 15:05:13,82.27,3.228,2.29
